Gene_Family	Sub_Family	Genomic_Locus_Tag
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At2g30140
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At2g16890
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At2g15480
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At2g15490
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At2g36970
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At2g31750
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At1g05680
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At1g24100
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At1g05670
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At1g50580
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	AT4g09500
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	AT5g03490
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	AT3g21750
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At3g21780
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	AT3g21760
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At3g02100
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At5g59520
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At1g64910
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At1g43620
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	AT5g17030
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	AT5g17050
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	AT5g17040
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At1g30530
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At1g22360
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At1g22380
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At1g22370
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At1g22370
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At1g07240
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At1g22400
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At1g07260
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At1g22340
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At1g07250
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At1g05530
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	AT3g07020
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At3g21560
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At1g78280
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At1g06000
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At5g66690
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	AT4g15280
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At5g26310
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At3g50740
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	AT4g15270
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	At1g05560
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	AT4g34130
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	AT4g34130
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	AT4g14100
Glycosyltransferase Gene Families	Glycosyltransferase- Family 1	AT4g27570
Glycosyltransferase Gene Families	Glycosyltransferase- Family 10	At1g49710
Glycosyltransferase Gene Families	Glycosyltransferase- Family 10	AT3g19280
Glycosyltransferase Gene Families	Glycosyltransferase- Family 10	At1g71990
Glycosyltransferase Gene Families	Glycosyltransferase- Family 13	AT4g38240
Glycosyltransferase Gene Families	Glycosyltransferase- Family 14	AT3g03690
Glycosyltransferase Gene Families	Glycosyltransferase- Family 14	AT3g24040
Glycosyltransferase Gene Families	Glycosyltransferase- Family 14	AT4g03340
Glycosyltransferase Gene Families	Glycosyltransferase- Family 14	At1g03520
Glycosyltransferase Gene Families	Glycosyltransferase- Family 14	AT4g27480
Glycosyltransferase Gene Families	Glycosyltransferase- Family 14	AT5g15050
Glycosyltransferase Gene Families	Glycosyltransferase- Family 14	At2g37580
Glycosyltransferase Gene Families	Glycosyltransferase- Family 14	At1g71070
Glycosyltransferase Gene Families	Glycosyltransferase- Family 14	AT3g15350
Glycosyltransferase Gene Families	Glycosyltransferase- Family 17	AT3g01620
Glycosyltransferase Gene Families	Glycosyltransferase- Family 17	AT3g27540
Glycosyltransferase Gene Families	Glycosyltransferase- Family 17	At1g12990
Glycosyltransferase Gene Families	Glycosyltransferase- Family 17	At2g13290
Glycosyltransferase Gene Families	Glycosyltransferase- Family 17	AT5g14480
Glycosyltransferase Gene Families	Glycosyltransferase- Family 17	At1g67880
Glycosyltransferase Gene Families	Glycosyltransferase- Family 19	At2g04560
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT4g18780
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT4g18780
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	At5g09870
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT5g64740
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT4g23990
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	At5g05170
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT4g32410
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT5g16910
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	At1g55850
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	At1g32180
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	At5g44030
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT4g15290
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT4g16590
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT4g15320
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	At1g20570
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	At3g28180
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	At1g24070
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	At5g22740
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	At1g23480
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	At2g33100
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	At2g32610
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	At2g32530
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	At2g32540
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	At2g32620
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	At2g21770
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT3g03050
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	At2g25540
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT3g03050
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	At2g35650
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	At2g24630
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT4g07960
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT5g03760
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT4g31590
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT4g38190
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT4g13410
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT4g24010
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT3g56000
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT5g16190
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT4g24000
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT3g07330
Glycosyltransferase Gene Families	Glycosyltransferase- Family 2	AT4g39350
Glycosyltransferase Gene Families	Glycosyltransferase- Family 20	At2g18700
Glycosyltransferase Gene Families	Glycosyltransferase- Family 20	At1g68020
Glycosyltransferase Gene Families	Glycosyltransferase- Family 20	At1g23870
Glycosyltransferase Gene Families	Glycosyltransferase- Family 20	AT4g27550
Glycosyltransferase Gene Families	Glycosyltransferase- Family 20	AT4g17770
Glycosyltransferase Gene Families	Glycosyltransferase- Family 20	At1g70290
Glycosyltransferase Gene Families	Glycosyltransferase- Family 20	At1g60140
Glycosyltransferase Gene Families	Glycosyltransferase- Family 20	At1g78580
Glycosyltransferase Gene Families	Glycosyltransferase- Family 20	At1g06410
Glycosyltransferase Gene Families	Glycosyltransferase- Family 20	At1g16980
Glycosyltransferase Gene Families	Glycosyltransferase- Family 22	AT5g14850
Glycosyltransferase Gene Families	Glycosyltransferase- Family 22	At1g16900
Glycosyltransferase Gene Families	Glycosyltransferase- Family 24	At1g71220
Glycosyltransferase Gene Families	Glycosyltransferase Family- 28	AT5g20410
Glycosyltransferase Gene Families	Glycosyltransferase Family- 28	AT4g31780
Glycosyltransferase Gene Families	Glycosyltransferase Family- 28	At1g73740
Glycosyltransferase Gene Families	Glycosyltransferase Family- 29	AT3g48820
Glycosyltransferase Gene Families	Glycosyltransferase Family- 29	At1g08660
Glycosyltransferase Gene Families	Glycosyltransferase Family- 30	AT5g03770
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	AT4g26940
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	At1g32930
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	At1g77810
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	AT5g53340
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	At1g11730
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	At1g33430
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	AT3g14960
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	At1g05280
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	At1g74800
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	At1g53290
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	At1g07850
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	At1g26810
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	AT4g15240
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	At1g01570
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	AT4g00300
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	At1g05170
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	AT5g57500
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	AT4g32110
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	AT4g23490
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	AT4g21060
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	AT4g11350
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	At2g37730
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	AT5g41460
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	At2g26100
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	At2g32430
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	AT3g11420
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	At1g33250
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	At2g25300
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	AT3g06440
Glycosyltransferase Gene Families	Glycosyltransferase Family- 31	At1g27120
Glycosyltransferase Gene Families	Glycosyltransferase Family- 32	At1g61050
Glycosyltransferase Gene Families	Glycosyltransferase Family- 32	At2g38150
Glycosyltransferase Gene Families	Glycosyltransferase Family- 32	AT4g19900
Glycosyltransferase Gene Families	Glycosyltransferase Family- 32	AT5g01250
Glycosyltransferase Gene Families	Glycosyltransferase Family- 32	AT3g09020
Glycosyltransferase Gene Families	Glycosyltransferase Family- 33	At1g16570
Glycosyltransferase Gene Families	Glycosyltransferase Family- 34	AT5g07720
Glycosyltransferase Gene Families	Glycosyltransferase Family- 34	At1g18690
Glycosyltransferase Gene Families	Glycosyltransferase Family- 34	AT3g62720
Glycosyltransferase Gene Families	Glycosyltransferase Family- 34	At1g74380
Glycosyltransferase Gene Families	Glycosyltransferase Family- 34	AT4g02500
Glycosyltransferase Gene Families	Glycosyltransferase Family- 34	AT4g38310
Glycosyltransferase Gene Families	Glycosyltransferase Family- 34	AT4g37690
Glycosyltransferase Gene Families	Glycosyltransferase Family- 35	AT3g29320
Glycosyltransferase Gene Families	Glycosyltransferase Family- 35	AT3g46970
Glycosyltransferase Gene Families	Glycosyltransferase Family- 37	At1g14100
Glycosyltransferase Gene Families	Glycosyltransferase Family- 37	At1g14110
Glycosyltransferase Gene Families	Glycosyltransferase Family- 37	At1g74420
Glycosyltransferase Gene Families	Glycosyltransferase Family- 37	At2g03220
Glycosyltransferase Gene Families	Glycosyltransferase Family- 37	At2g03210
Glycosyltransferase Gene Families	Glycosyltransferase Family- 37	At2g15370
Glycosyltransferase Gene Families	Glycosyltransferase Family- 37	At2g15350
Glycosyltransferase Gene Families	Glycosyltransferase Family- 37	At2g15390
Glycosyltransferase Gene Families	Glycosyltransferase Family- 37	At1g14070
Glycosyltransferase Gene Families	Glycosyltransferase Family- 37	At1g14080
Glycosyltransferase Gene Families	Glycosyltransferase Family- 37	At1g14070
Glycosyltransferase Gene Families	Glycosyltransferase- Family 4	AT3g11670
Glycosyltransferase Gene Families	Glycosyltransferase- Family 4	At1g52420
Glycosyltransferase Gene Families	Glycosyltransferase- Family 4	At3g15940
Glycosyltransferase Gene Families	Glycosyltransferase- Family 4	At1g78800
Glycosyltransferase Gene Families	Glycosyltransferase- Family 4	At1g19710
Glycosyltransferase Gene Families	Glycosyltransferase- Family 4	AT3g45100
Glycosyltransferase Gene Families	Glycosyltransferase- Family 4	AT4g00550
Glycosyltransferase Gene Families	Glycosyltransferase- Family 4	At1g73160
Glycosyltransferase Gene Families	Glycosyltransferase- Family 4	At5g37200
Glycosyltransferase Gene Families	Glycosyltransferase- Family 4	AT5g01220
Glycosyltransferase Gene Families	Glycosyltransferase- Family 4	AT4g19460
Glycosyltransferase Gene Families	Glycosyltransferase- Family 4	AT4g02280
Glycosyltransferase Gene Families	Glycosyltransferase- Family 4	AT5g49190
Glycosyltransferase Gene Families	Glycosyltransferase- Family 4	AT3g43190
Glycosyltransferase Gene Families	Glycosyltransferase- Family 4	AT4g10120
Glycosyltransferase Gene Families	Glycosyltransferase- Family 4	At1g04920
Glycosyltransferase Gene Families	Glycosyltransferase- Family 4	AT5g20280
Glycosyltransferase Gene Families	Glycosyltransferase- Family 4	AT3g10630
Glycosyltransferase Gene Families	Glycosyltransferase- Family 4	At1g75420
Glycosyltransferase Gene Families	Glycosyltransferase Family- 41	AT3g04240
Glycosyltransferase Gene Families	Glycosyltransferase Family- 41	AT3g11540
Glycosyltransferase Gene Families	Glycosyltransferase Family- 43	At1g27600
Glycosyltransferase Gene Families	Glycosyltransferase Family- 43	At1g27600
Glycosyltransferase Gene Families	Glycosyltransferase Family- 43	AT4g36890
Glycosyltransferase Gene Families	Glycosyltransferase Family- 43	At2g37090
Glycosyltransferase Gene Families	Glycosyltransferase Family- 47	At1g80290
Glycosyltransferase Gene Families	Glycosyltransferase Family- 47	AT3g42180
Glycosyltransferase Gene Families	Glycosyltransferase Family- 47	AT5g04500
Glycosyltransferase Gene Families	Glycosyltransferase Family- 47	AT3g55830
Glycosyltransferase Gene Families	Glycosyltransferase Family- 48	At5g36870
Glycosyltransferase Gene Families	Glycosyltransferase Family- 48	AT5g13000
Glycosyltransferase Gene Families	Glycosyltransferase Family- 48	At1g06490
Glycosyltransferase Gene Families	Glycosyltransferase Family- 48	AT3g14570
Glycosyltransferase Gene Families	Glycosyltransferase Family- 48	AT4g04970
Glycosyltransferase Gene Families	Glycosyltransferase Family- 48	At2g31960
Glycosyltransferase Gene Families	Glycosyltransferase Family- 48	At1g05570
Glycosyltransferase Gene Families	Glycosyltransferase Family- 48	At2g36850
Glycosyltransferase Gene Families	Glycosyltransferase Family- 48	AT4g03550
Glycosyltransferase Gene Families	Glycosyltransferase Family- 48	AT3g59100
Glycosyltransferase Gene Families	Glycosyltransferase Family- 48	AT3g07170
Glycosyltransferase Gene Families	Glycosyltransferase- Family 5	At1g11720
Glycosyltransferase Gene Families	Glycosyltransferase- Family 5	AT3g01180
Glycosyltransferase Gene Families	Glycosyltransferase- Family 5	At1g32900
Glycosyltransferase Gene Families	Glycosyltransferase- Family 5	AT4g18240
Glycosyltransferase Gene Families	Glycosyltransferase Family- 50	At5g22130
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	AT5g23790
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	At1g60470
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	At1g60450
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	AT4g16600
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	AT3g25140
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	At1g77130
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	At2g38650
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	At2g46480
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	At1g13250
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	AT3g18660
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	AT4g02130
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	At1g09350
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	At2g35710
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	At1g24170
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	AT3g06260
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	AT5g54690
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	AT5g47780
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	AT4g26250
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	AT3g50760
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	AT3g61130
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	AT3g62660
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	AT3g58790
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	AT5g15470
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	AT4g38270
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	AT4g33330
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	At1g70090
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	At1g08990
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	At2g20810
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	AT3g01040
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	At1g06780
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	At1g19300
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	AT3g02350
Glycosyltransferase Gene Families	Glycosyltransferase- Family 8	At1g56600
GRAS Gene Family	NULL	At3g54220
GRAS Gene Family	NULL	At1g14920
GRAS Gene Family	NULL	At2g01570
GRAS Gene Family	NULL	At5g17490
GRAS Gene Family	NULL	At5g48150
GRAS Gene Family	NULL	At1g07520
GRAS Gene Family	NULL	At1g63100
GRAS Gene Family	NULL	At3g13840
GRAS Gene Family	NULL	At3g46600
GRAS Gene Family	NULL	At3g49950
GRAS Gene Family	NULL	At5g41920
GRAS Gene Family	NULL	At4g08250
GRAS Gene Family	NULL	At2g29060
GRAS Gene Family	NULL	At3g60630
GRAS Gene Family	NULL	At2g45160
GRAS Gene Family	NULL	At2g04890
GRAS Gene Family	NULL	At4g37650
GRAS Gene Family	NULL	At4g36710
GRAS Gene Family	NULL	At5g66770
GRAS Gene Family	NULL	At1g21450
GRAS Gene Family	NULL	At5g59450
GRAS Gene Family	NULL	At4g17230
GRAS Gene Family	NULL	At1g07530
GRAS Gene Family	NULL	At1g50420
GRAS Gene Family	NULL	At1g50600
GRAS Gene Family	NULL	At4g00150
GRAS Gene Family	NULL	At3g50650
GRAS Gene Family	NULL	At5g52510
GRAS Gene Family	NULL	At2g37650
GRAS Gene Family	NULL	At3g03450
GRAS Gene Family	NULL	At1g66350
GRAS Gene Family	NULL	At1g55580
GRAS Transcription Factor Family	NULL	At1g66350
GRAS Transcription Factor Family	NULL	At1g55580
GRAS Transcription Factor Family	NULL	At1g66350
GRAS Transcription Factor Family	NULL	At2g45160
GRAS Transcription Factor Family	NULL	At3g13840
GRAS Transcription Factor Family	NULL	At3g49950
GRAS Transcription Factor Family	NULL	At3g60630
GRAS Transcription Factor Family	NULL	At4g06250
GRAS Transcription Factor Family	NULL	At4g36710
GRAS Transcription Factor Family	NULL	At4g37650
GRAS Transcription Factor Family	NULL	At2g01570
GRAS Transcription Factor Family	NULL	At2g04890
GRAS Transcription Factor Family	NULL	At2g29060
GRAS Transcription Factor Family	NULL	At2g37650
GRAS Transcription Factor Family	NULL	At3g03450
GRAS Transcription Factor Family	NULL	At5g17490
GRAS Transcription Factor Family	NULL	At5g66770
GRAS Transcription Factor Family	NULL	At5g48150
GRAS Transcription Factor Family	NULL	At5g41920
GRAS Transcription Factor Family	NULL	At5g52510
GRAS Transcription Factor Family	NULL	At3g54220
GRAS Transcription Factor Family	NULL	At1g21450
GRAS Transcription Factor Family	NULL	At5g59450
GRAS Transcription Factor Family	NULL	At4g17230
GRAS Transcription Factor Family	NULL	At1g50420
GRAS Transcription Factor Family	NULL	At4g00150
GRAS Transcription Factor Family	NULL	At3g50650
GRAS Transcription Factor Family	NULL	At1g50600
GRAS Transcription Factor Family	NULL	At3g46600
GRAS Transcription Factor Family	NULL	At1g14920
GRAS Transcription Factor Family	NULL	At1g63100
GRAS Transcription Factor Family	NULL	At1g07520
GRAS Transcription Factor Family	NULL	At1g07530
GRF Transcription Factor Family	NULL	At2g06200
GRF Transcription Factor Family	NULL	At2g45480
GRF Transcription Factor Family	NULL	At3g52910
GRF Transcription Factor Family	NULL	At5g53660
GRF Transcription Factor Family	NULL	At4g24150
GRF Transcription Factor Family	NULL	At2g22840
GRF Transcription Factor Family	NULL	At4g37740
GRF Transcription Factor Family	NULL	At2g36400
GRF Transcription Factor Family	NULL	At3g13960
Heat Shock Transcription Factor Family	"Class A; Group A1"	AT4G17750
Heat Shock Transcription Factor Family	"Class A; Group A1"	AT5G16820
Heat Shock Transcription Factor Family	"Class A; Group A1"	AT1G32330
Heat Shock Transcription Factor Family	"Class A; Group A1"	AT3G02990
Heat Shock Transcription Factor Family	"Class A; Group A2"	AT2G26150
Heat Shock Transcription Factor Family	"Class A; Group A3"	AT5G03720
Heat Shock Transcription Factor Family	"Class A; Group A4"	AT5G45710
Heat Shock Transcription Factor Family	"Class A; Group A4"	AT4G18880
Heat Shock Transcription Factor Family	"Class A; Group A5"	AT4G13980
Heat Shock Transcription Factor Family	"Class A; Group A6"	AT3G63350
Heat Shock Transcription Factor Family	"Class A; Group A6"	AT5G43840
Heat Shock Transcription Factor Family	"Class A; Group A6"	AT3G22830
Heat Shock Transcription Factor Family	"Class A; Group A7"	AT3G51910
Heat Shock Transcription Factor Family	"Class A; Group A8"	AT1G67970
Heat Shock Transcription Factor Family	"Class A; Group A9"	AT5G54070
Heat Shock Transcription Factor Family	"Class A; Group B1"	AT4G36990
Heat Shock Transcription Factor Family	"Class A; Group B2"	AT5G62020
Heat Shock Transcription Factor Family	"Class A; Group B2"	AT4G11660
Heat Shock Transcription Factor Family	"Class A; Group B3"	AT2G41690
Heat Shock Transcription Factor Family	"Class A; Group B4"	AT1G46264
Heat Shock Transcription Factor Family	Class C	AT3G24520
Histidine Kinase	NULL	AT3G23150
Histidine Kinase	NULL	AT2G40940
Histidine Kinase	NULL	AT1G66340
Histidine Kinase	NULL	AT5G10720
Histidine Kinase	NULL	AT5G35750
Histidine Kinase	NULL	AT2G18790
Histidine Kinase	NULL	AT5G35840 
Histidine Kinase	NULL	AT4G16250
Histidine Kinase	NULL	AT4G18130
Histidine Kinase	NULL	AT3G04580
Histidine Kinase	NULL	AT1G04310
Histidine Kinase	NULL	AT2G01830
Histidine Kinase	NULL	AT2G17820
Histidine Kinase	NULL	AT1G09570
Histidine Kinase	NULL	AT1G27320
Histidine Kinase	NULL	AT2G47430
Histidine Phosphotransfer Proteins	NULL	AT3G29350
Histidine Phosphotransfer Proteins	NULL	AT5G39340
Histidine Phosphotransfer Proteins	NULL	AT1G80100
Histidine Phosphotransfer Proteins	NULL	AT1G03430
Histidine Phosphotransfer Proteins	NULL	AT3G16360
Histidine Phosphotransfer Proteins	NULL	AT3G21510
Homeobox Transcription Factor Family	NULL	At4g17710
Homeobox Transcription Factor Family	NULL	At1g26960
Homeobox Transcription Factor Family	NULL	At1g52150
Homeobox Transcription Factor Family	NULL	At3g01220
Homeobox Transcription Factor Family	NULL	At1g69780
Homeobox Transcription Factor Family	NULL	At2g34710
Homeobox Transcription Factor Family	NULL	At4g32880
Homeobox Transcription Factor Family	NULL	At1g30490
Homeobox Transcription Factor Family	NULL	At5g60690
Homeobox Transcription Factor Family	NULL	At4g37790
Homeobox Transcription Factor Family	NULL	At5g11060
Homeobox Transcription Factor Family	NULL	At1g17920
Homeobox Transcription Factor Family	NULL	At1g73360
Homeobox Transcription Factor Family	NULL	At1g27050
Homeobox Transcription Factor Family	NULL	At3g61890
Homeobox Transcription Factor Family	NULL	At5g65310
Homeobox Transcription Factor Family	NULL	At4g17460
Homeobox Transcription Factor Family	NULL	At5g06710
Homeobox Transcription Factor Family	NULL	At3g60390
Homeobox Transcription Factor Family	NULL	At4g16780
Homeobox Transcription Factor Family	NULL	At3g01470
Homeobox Transcription Factor Family	NULL	At2g22800
Homeobox Transcription Factor Family	NULL	At2g44910
Homeobox Transcription Factor Family	NULL	At5g15150
Homeobox Transcription Factor Family	NULL	At5g47370
Homeobox Transcription Factor Family	NULL	At4g40060
Homeobox Transcription Factor Family	NULL	At4g32040
Homeobox Transcription Factor Family	NULL	At1g70920
Homeobox Transcription Factor Family	NULL	At1g05230
Homeobox Transcription Factor Family	NULL	At1g34650
Homeobox Transcription Factor Family	NULL	At2g18550
Homeobox Transcription Factor Family	NULL	At2g32370
Homeobox Transcription Factor Family	NULL	At2g36610
Homeobox Transcription Factor Family	NULL	At3g03260
Homeobox Transcription Factor Family	NULL	At4g36740
Homeobox Transcription Factor Family	NULL	At5g03790
Homeobox Transcription Factor Family	NULL	At5g17320
Homeobox Transcription Factor Family	NULL	At5g52170
Homeobox Transcription Factor Family	NULL	At4g29940
Homeobox Transcription Factor Family	NULL	At4g00730
Homeobox Transcription Factor Family	NULL	At4g21750
Homeobox Transcription Factor Family	NULL	At5g41410
Homeobox Transcription Factor Family	NULL	At4g25530
Homeobox Transcription Factor Family	NULL	At1g79840
Homeobox Transcription Factor Family	NULL	At3g61150
Homeobox Transcription Factor Family	NULL	At4g04890
Homeobox Transcription Factor Family	NULL	At2g22430
Homeobox Transcription Factor Family	NULL	At2g46680
Homeobox Transcription Factor Family	NULL	At5g66700
Homeobox Transcription Factor Family	NULL	At2g28610
Homeobox Transcription Factor Family	NULL	At1g62990
Homeobox Transcription Factor Family	NULL	At5g46880
Homeobox Transcription Factor Family	NULL	At5g25220
Homeobox Transcription Factor Family	NULL	At1g19700
Homeobox Transcription Factor Family	NULL	At1g20700
Homeobox Transcription Factor Family	NULL	At1g20710
Homeobox Transcription Factor Family	NULL	At1g23380
Homeobox Transcription Factor Family	NULL	At1g28420
Homeobox Transcription Factor Family	NULL	At1g46480
Homeobox Transcription Factor Family	NULL	At1g70510
Homeobox Transcription Factor Family	NULL	At1g75410
Homeobox Transcription Factor Family	NULL	At1g75430
Homeobox Transcription Factor Family	NULL	At2g01500
Homeobox Transcription Factor Family	NULL	At2g16400
