OrthoGroup	Gene
OG0019886	AL5G30690
OG0019778	AL5G30700
OG0012475	AL5G30720
OG0012474	AL5G30730
OG0012473	AL5G30740
OG0012472	AL5G30750
OG0012471	AL5G30760
OG0012470	AL5G30770
OG0012469	AL5G30780
OG0012468	AL5G30790
OG0012467	AL5G30810
OG0012466	AL5G30830
OG0012464	AL5G30840
OG0012463	AL5G30850
OG0012462	AL5G30860
OG0012461	AL5G30872
OG0012460	AL5G30874
OG0012459	AL5G30880
OG0012458	AL5G30890
OG0012457	AL5G30900
OG0021907	AL5G30920
OG0020913	AL5G30940
OG0020912	AL5G30970
OG0012456	AL5G30980
OG0012455	AL5G30990
OG0012454	AL5G31000
OG0012453	AL5G31010
OG0022063	AL5G31020
OG0012452	AL5G31030
OG0012451	AL5G31040
OG0000105	AL5G31050
OG0000457	AL5G31060
OG0012450	AL5G31110
OG0003008	AL5G31140
OG0012449	AL5G31170
OG0003065	AL5G31180
OG0012448	AL5G31190
OG0012447	AL5G31210
OG0012446	AL5G31220
OG0012445	AL5G31230
OG0012444	AL5G31240
OG0012443	AL5G31260
OG0012442	AL5G31270
OG0012441	AL5G31280
OG0020911	AL5G31290
OG0013292	AL5G31300
OG0022069	AL5G31310
OG0012440	AL5G31320
OG0022046	AL5G31340
OG0012438	AL5G31350
OG0001251	AL5G31360
OG0003068	AL5G31370
OG0003068	AL5G31390
OG0021993	AL5G31400
OG0021998	AL5G31410
OG0012437	AL5G31420
OG0012436	AL5G31430
OG0012435	AL5G31440
OG0012434	AL5G31450
OG0012433	AL5G31460
OG0012432	AL5G31470
OG0012431	AL5G31480
OG0012430	AL5G31490
OG0012429	AL5G31500
OG0012428	AL5G31510
OG0012427	AL5G31520
OG0012426	AL5G31540
OG0012425	AL5G31550
OG0012424	AL5G31570
OG0012423	AL5G31580
OG0001250	AL5G31590
OG0012422	AL5G31600
OG0000331	AL5G31610
OG0012421	AL5G31620
OG0012420	AL5G31630
OG0012419	AL5G31640
OG0012418	AL5G31650
OG0002170	AL5G31670
OG0012417	AL5G31690
OG0012416	AL5G31700
OG0012415	AL5G31710
OG0000040	AL5G31720
OG0012414	AL5G31730
OG0012413	AL5G31740
OG0012412	AL5G31750
OG0012411	AL5G31760
OG0012410	AL5G31780
OG0012409	AL5G31790
OG0012408	AL5G31810
OG0012407	AL5G31820
OG0012406	AL5G31840
OG0012405	AL5G31850
OG0012404	AL5G31860
OG0000218	AL5G31870
OG0000218	AL5G31880
OG0000218	AL5G31890
OG0001249	AL5G31900
OG0012403	AL5G31910
OG0012402	AL5G31920
OG0012401	AL5G31930
OG0012400	AL5G31940
OG0012399	AL5G31950
OG0012398	AL5G31960
OG0012397	AL5G31970
OG0012396	AL5G31980
OG0012395	AL5G31990
OG0022024	AL5G32000
OG0022032	AL5G32010
OG0012394	AL5G32020
OG0020909	AL5G32030
OG0012393	AL5G32040
OG0012392	AL5G32050
OG0012391	AL5G32060
OG0012390	AL5G32070
OG0012389	AL5G32080
OG0003067	AL5G32090
OG0012388	AL5G32100
OG0012387	AL5G32110
OG0012386	AL5G32120
OG0012385	AL5G32160
OG0012384	AL5G32170
OG0012383	AL5G32190
OG0012382	AL5G32200
OG0012381	AL5G32210
OG0012380	AL5G32220
OG0012379	AL5G32230
OG0012378	AL5G32240
OG0012377	AL5G32250
OG0012376	AL5G32260
OG0012375	AL5G32270
OG0012374	AL5G32280
OG0012373	AL5G32290
OG0012372	AL5G32300
OG0012371	AL5G32310
OG0012370	AL5G32320
OG0020862	AL5G32330
OG0012369	AL5G32370
OG0012368	AL5G32380
OG0012367	AL5G32390
OG0012366	AL5G32400
OG0012365	AL5G32410
OG0012364	AL5G32430
OG0012363	AL5G32440
OG0007954	AL5G32450
OG0012362	AL5G32460
OG0012361	AL5G32470
OG0012360	AL5G32480
OG0012359	AL5G32490
OG0012358	AL5G32500
OG0000525	AL5G32520
OG0000525	AL5G32540
OG0000525	AL5G32550
OG0021981	AL5G32560
OG0019841	AL5G32570
OG0019842	AL5G32580
OG0019843	AL5G32590
OG0000108	AL5G32600
OG0018863	AL5G32610
OG0018864	AL5G32620
OG0018865	AL5G32630
OG0018866	AL5G32640
OG0018867	AL5G32650
OG0018868	AL5G32660
OG0018869	AL5G32670
OG0018870	AL5G32680
OG0018871	AL5G32690
OG0018872	AL5G32700
OG0018873	AL5G32710
OG0018874	AL5G32720
OG0018875	AL5G32730
OG0018876	AL5G32740
OG0018877	AL5G32750
OG0018878	AL5G32760
OG0018879	AL5G32770
OG0022061	AL5G32790
OG0022060	AL5G32800
OG0022020	AL5G32810
OG0021988	AL5G32820
OG0021974	AL5G32830
OG0022059	AL5G32840
OG0022065	AL5G32850
OG0021977	AL5G32860
OG0022042	AL5G32870
OG0000183	AL5G32890
OG0018880	AL5G32920
OG0018881	AL5G32930
OG0018882	AL5G32940
OG0018883	AL5G32950
OG0018884	AL5G32970
OG0018885	AL5G32980
OG0018886	AL5G33000
OG0018887	AL5G33010
OG0000602	AL5G33020
OG0000183	AL5G33030
OG0018888	AL5G33040
OG0018889	AL5G33050
OG0018890	AL5G33060
OG0018891	AL5G33070
OG0018892	AL5G33080
OG0018893	AL5G33090
OG0018894	AL5G33100
OG0018895	AL5G33110
OG0000461	AL5G33130
OG0002384	AL5G33140
OG0000377	AL5G33150
OG0021730	AL5G33160
OG0021731	AL5G33170
OG0021732	AL5G33180
OG0018896	AL5G33190
OG0015322	AL5G33200
OG0015321	AL5G33210
OG0000183	AL5G33220
OG0015320	AL5G33230
OG0015319	AL5G33240
OG0000183	AL5G33250
OG0000183	AL5G33260
OG0000183	AL5G33270
OG0021248	AL5G33280
OG0015318	AL5G33300
OG0022005	AL5G33310
OG0000993	AL5G33320
OG0015317	AL5G33330
OG0015316	AL5G33350
OG0000333	AL5G33360
OG0000432	AL5G33370
OG0015315	AL5G33380
OG0015314	AL5G33390
OG0015313	AL5G33400
OG0001507	AL5G33410
OG0015312	AL5G33420
OG0015311	AL5G33430
OG0022057	AL5G33440
OG0021246	AL5G33450
OG0015310	AL5G33470
OG0000264	AL5G33480
OG0022034	AL5G33490
OG0015309	AL5G33500
OG0021244	AL5G33510
OG0015308	AL5G33520
OG0000995	AL5G33530
OG0001883	AL5G33550
OG0015307	AL5G33560
OG0015306	AL5G33570
OG0000462	AL5G33580
OG0015305	AL5G33590
OG0015304	AL5G33600
OG0015303	AL5G33620
OG0015302	AL5G33630
OG0015301	AL5G33640
OG0015300	AL5G33650
OG0015299	AL5G33660
OG0015298	AL5G33670
OG0015297	AL5G33680
OG0015296	AL5G33690
OG0015295	AL5G33700
OG0000997	AL5G33710
OG0000334	AL5G33720
OG0015294	AL5G33730
OG0015293	AL5G33740
OG0001884	AL5G33760
OG0015292	AL5G33770
OG0015291	AL5G33780
OG0021243	AL5G33790
OG0000998	AL5G33800
OG0015290	AL5G33810
OG0015289	AL5G33820
OG0001886	AL5G33850
OG0015288	AL5G33860
OG0015287	AL5G33870
OG0001623	AL5G33880
OG0002271	AL5G33890
OG0003243	AL5G33930
OG0021973	AL5G33940
OG0015286	AL5G33950
OG0015285	AL5G33960
OG0015284	AL5G33970
OG0015283	AL5G33980
OG0015282	AL5G33990
OG0000999	AL5G34000
OG0015281	AL5G34010
OG0015280	AL5G34020
OG0015279	AL5G34030
OG0015278	AL5G34040
OG0015277	AL5G34050
OG0015276	AL5G34060
OG0015275	AL5G34070
OG0015274	AL5G34080
OG0015273	AL5G34090
OG0022047	AL5G34100
OG0000358	AL5G34110
OG0021970	AL5G34120
OG0015272	AL5G34140
OG0015271	AL5G34150
OG0015270	AL5G34160
OG0001003	AL5G34170
OG0002270	AL5G34180
OG0000068	AL5G34190
OG0000068	AL5G34200
OG0015269	AL5G34220
OG0015268	AL5G34230
OG0019974	AL5G34240
OG0001004	AL5G34250
OG0015267	AL5G34260
OG0015266	AL5G34270
OG0015265	AL5G34280
OG0015264	AL5G34290
OG0015263	AL5G34300
OG0021854	AL5G34310
OG0015262	AL5G34320
OG0015261	AL5G34330
OG0000199	AL5G34340
OG0000335	AL5G34350
OG0015260	AL5G34360
OG0000464	AL5G34370
OG0015259	AL5G34380
OG0015258	AL5G34390
OG0001005	AL5G34400
OG0015257	AL5G34410
OG0015256	AL5G34420
OG0015255	AL5G34430
OG0015254	AL5G34440
OG0015253	AL5G34450
OG0015252	AL5G34460
OG0015251	AL5G34470
OG0021241	AL5G34480
OG0015250	AL5G34490
OG0015249	AL5G34500
OG0003242	AL5G34510
OG0010391	AL5G34520
OG0020719	AL5G34530
OG0022050	AL5G34540
OG0010392	AL5G34550
OG0000076	AL5G34560
OG0010393	AL5G34570
OG0010394	AL5G34580
OG0018898	AL5G34600
OG0010395	AL5G34610
OG0010396	AL5G34640
OG0010397	AL5G34650
OG0002105	AL5G34660
OG0010398	AL5G34670
OG0010399	AL5G34680
OG0016243	AL5G34690
OG0000033	AL5G34700
OG0000019	AL5G34730
OG0010400	AL5G34740
OG0010401	AL5G34750
OG0010402	AL5G34770
OG0010403	AL5G34790
OG0010404	AL5G34800
OG0010405	AL5G34810
OG0010406	AL5G34820
OG0010407	AL5G34830
OG0002106	AL5G34840
OG0000373	AL5G34850
OG0010408	AL5G34860
OG0000666	AL5G34870
OG0010409	AL5G34880
OG0010410	AL5G34890
OG0020722	AL5G34900
OG0010411	AL5G34910
OG0010412	AL5G34920
OG0010413	AL5G34930
OG0020723	AL5G34940
OG0010414	AL5G34950
OG0010415	AL5G34970
OG0010416	AL5G34980
OG0010417	AL5G34990
OG0010418	AL5G35000
OG0010419	AL5G35010
OG0001399	AL5G35020
OG0010420	AL5G35030
OG0020724	AL5G35040
OG0010421	AL5G35050
OG0010422	AL5G35060
OG0010423	AL5G35070
OG0010424	AL5G35080
OG0001400	AL5G35090
OG0010425	AL5G35100
OG0010426	AL5G35120
OG0010427	AL5G35130
OG0010428	AL5G35140
OG0010429	AL5G35150
OG0010430	AL5G35180
OG0010431	AL5G35190
OG0010432	AL5G35200
OG0010433	AL5G35210
OG0002926	AL5G35220
OG0001401	AL5G35230
OG0010434	AL5G35240
OG0010435	AL5G35250
OG0010436	AL5G35260
OG0010437	AL5G35270
OG0010438	AL5G35280
OG0000667	AL5G35290
OG0010439	AL5G35300
OG0010440	AL5G35310
OG0010441	AL5G35320
OG0010442	AL5G35330
OG0000152	AL5G35340
OG0010443	AL5G35350
OG0010444	AL5G35360
OG0010445	AL5G35370
OG0010446	AL5G35380
OG0010447	AL5G35390
OG0000111	AL5G35400
OG0010448	AL5G35420
OG0010449	AL5G35430
OG0010450	AL5G35440
OG0010451	AL5G35450
OG0001007	AL5G35460
OG0010452	AL5G35470
OG0022039	AL5G35480
OG0010453	AL5G35490
OG0010454	AL5G35500
OG0010455	AL5G35510
OG0010456	AL5G35520
OG0010457	AL5G35530
OG0010458	AL5G35540
OG0010459	AL5G35550
OG0010460	AL5G35560
OG0019929	AL5G35570
OG0010461	AL5G35580
OG0020725	AL5G35610
OG0010462	AL5G35620
OG0010463	AL5G35630
OG0000260	AL5G35640
OG0022070	AL5G35650
OG0000513	AL5G35660
OG0000513	AL5G35670
OG0010464	AL5G35680
OG0010465	AL5G35690
OG0010466	AL5G35700
OG0010467	AL5G35710
OG0010468	AL5G35720
OG0010469	AL5G35730
OG0010470	AL5G35740
OG0010471	AL5G35750
OG0002927	AL5G35760
OG0010472	AL5G35770
OG0010473	AL5G35790
OG0010474	AL5G35800
OG0010475	AL5G35810
OG0010476	AL5G35820
OG0002929	AL5G35830
OG0002929	AL5G35840
OG0010477	AL5G35850
OG0010478	AL5G35860
OG0010479	AL5G35870
OG0010480	AL5G35880
OG0010481	AL5G35890
OG0010482	AL5G35900
OG0008523	AL5G35910
OG0010483	AL5G35920
OG0020496	AL5G35930
OG0010484	AL5G35940
OG0010485	AL5G35960
OG0010486	AL5G35970
OG0010487	AL5G35980
OG0010488	AL5G35990
OG0010489	AL5G36000
OG0000636	AL5G36010
OG0021986	AL5G36020
OG0010490	AL5G36030
OG0010491	AL5G36040
OG0010492	AL5G36050
OG0010493	AL5G36060
OG0010494	AL5G36070
OG0010495	AL5G36080
OG0010496	AL5G36090
OG0010497	AL5G36100
OG0001402	AL5G36110
OG0001402	AL5G36120
OG0010498	AL5G36130
OG0010499	AL5G36140
OG0010500	AL5G36150
OG0010501	AL5G36160
OG0010502	AL5G36170
OG0010503	AL5G36180
OG0010504	AL5G36190
OG0010505	AL5G36200
OG0010506	AL5G36210
OG0010507	AL5G36220
OG0010508	AL5G36230
OG0010509	AL5G36240
OG0010510	AL5G36250
OG0010511	AL5G36260
OG0010512	AL5G36270
OG0010513	AL5G36280
OG0000159	AL5G36290
OG0002124	AL5G36310
OG0010514	AL5G36322
OG0001403	AL5G36324
OG0001951	AL5G36330
OG0001403	AL5G36340
OG0010515	AL5G36350
OG0010516	AL5G36360
OG0010517	AL5G36370
OG0002469	AL5G36380
OG0002469	AL5G36390
OG0010518	AL5G36400
OG0010519	AL5G36410
OG0000668	AL5G36420
OG0000214	AL5G36430
OG0001404	AL5G36440
OG0010520	AL5G36450
OG0010521	AL5G36470
OG0010522	AL5G36480
OG0010523	AL5G36490
OG0010524	AL5G36500
OG0010525	AL5G36510
OG0000391	AL5G36520
OG0019984	AL5G36530
OG0010526	AL5G36540
OG0010527	AL5G36550
OG0001258	AL5G36560
OG0010528	AL5G36570
OG0010529	AL5G36580
OG0010530	AL5G36590
OG0010531	AL5G36600
OG0010532	AL5G36610
OG0010533	AL5G36620
OG0010534	AL5G36630
OG0002930	AL5G36640
OG0000074	AL5G36650
OG0010535	AL5G36660
OG0010536	AL5G36670
OG0010537	AL5G36690
OG0010538	AL5G36700
OG0010539	AL5G36710
OG0010540	AL5G36720
OG0010541	AL5G36730
OG0022014	AL5G36750
OG0010542	AL5G36760
OG0010543	AL5G36770
OG0002107	AL5G36800
OG0010544	AL5G36810
OG0001405	AL5G36820
OG0010545	AL5G36830
OG0010546	AL5G36840
OG0010547	AL5G36850
OG0002931	AL5G36860
OG0010548	AL5G36870
OG0000256	AL5G36880
OG0010549	AL5G36890
OG0002470	AL5G36900
OG0002469	AL5G36910
OG0002470	AL5G36920
OG0022025	AL5G36930
OG0010550	AL5G36940
OG0002108	AL5G36950
OG0002108	AL5G36960
OG0020727	AL5G36970
OG0010551	AL5G36980
OG0010552	AL5G36990
OG0000463	AL5G37020
OG0020728	AL5G37030
OG0010553	AL5G37040
OG0002109	AL5G37050
OG0010554	AL5G37060
OG0010555	AL5G37090
OG0000256	AL5G37100
OG0010556	AL5G37110
OG0010557	AL5G37120
OG0010558	AL5G37130
OG0010559	AL5G37140
OG0002931	AL5G37150
OG0012150	AL5G37160
OG0010560	AL5G37170
OG0010561	AL5G37180
OG0020729	AL5G37190
OG0010562	AL5G37200
OG0002933	AL5G37210
OG0010563	AL5G37220
OG0010564	AL5G37230
OG0010565	AL5G37240
OG0010566	AL5G37250
OG0010567	AL5G37260
OG0010568	AL5G37270
OG0010569	AL5G37280
OG0010570	AL5G37290
OG0010571	AL5G37300
OG0010572	AL5G37310
OG0010573	AL5G37320
OG0010574	AL5G37330
OG0010575	AL5G37340
OG0010576	AL5G37380
OG0002123	AL5G37390
OG0010577	AL5G37410
OG0010578	AL5G37420
OG0010579	AL5G37430
OG0010580	AL5G37440
OG0010581	AL5G37450
OG0010582	AL5G37460
OG0002199	AL5G37470
OG0015680	AL5G37480
OG0015679	AL5G37490
OG0015678	AL5G37500
OG0015677	AL5G37510
OG0015676	AL5G37520
OG0015675	AL5G37530
OG0015674	AL5G37540
OG0015673	AL5G37550
OG0015672	AL5G37560
OG0015671	AL5G37570
OG0015670	AL5G37580
OG0015669	AL5G37590
OG0021299	AL5G37610
OG0015668	AL5G37620
OG0015667	AL5G37630
OG0015666	AL5G37640
OG0015665	AL5G37650
OG0015664	AL5G37660
OG0000396	AL5G37670
OG0015663	AL5G37680
OG0015662	AL5G37690
OG0015661	AL5G37700
OG0002293	AL5G37710
OG0015660	AL5G37730
OG0015659	AL5G37740
OG0001450	AL5G37750
OG0015658	AL5G37760
OG0000675	AL5G37770
OG0002292	AL5G37780
OG0002292	AL5G37790
OG0015657	AL5G37800
OG0015656	AL5G37810
OG0018313	AL5G37820
OG0015655	AL5G37840
OG0015654	AL5G37850
OG0015653	AL5G37860
OG0000723	AL5G37870
OG0000134	AL5G37880
OG0021298	AL5G37890
OG0015652	AL5G37900
OG0015651	AL5G37930
OG0015650	AL5G37940
OG0015649	AL5G37950
OG0015648	AL5G37960
OG0015647	AL5G37970
OG0015646	AL5G37980
OG0015645	AL5G37990
OG0002291	AL5G38000
OG0015644	AL5G38010
OG0015643	AL5G38020
OG0015642	AL5G38030
OG0021992	AL5G38040
OG0015641	AL5G38050
OG0015640	AL5G38060
OG0015639	AL5G38070
OG0015638	AL5G38080
OG0015637	AL5G38090
OG0022006	AL5G38100
OG0001643	AL5G38110
OG0001642	AL5G38120
OG0000024	AL5G38130
OG0015636	AL5G38140
OG0015635	AL5G38150
OG0000026	AL5G38180
OG0003261	AL5G38190
OG0015634	AL5G38200
OG0015633	AL5G38210
OG0015632	AL5G38220
OG0015631	AL5G38230
OG0021297	AL5G38240
OG0015630	AL5G38250
OG0015629	AL5G38260
OG0015628	AL5G38270
OG0013257	AL5G38280
OG0015627	AL5G38290
OG0015626	AL5G38300
OG0003260	AL5G38310
OG0021987	AL5G38320
OG0003520	AL5G38330
OG0003519	AL5G38340
OG0015625	AL5G38360
OG0015624	AL5G38370
OG0015623	AL5G38380
OG0001641	AL5G38390
OG0002288	AL5G38430
OG0015622	AL5G38440
OG0015621	AL5G38450
OG0015620	AL5G38460
OG0003034	AL5G38470
OG0015619	AL5G38500
OG0015618	AL5G38520
OG0015617	AL5G38530
OG0015616	AL5G38540
OG0002287	AL5G38550
OG0015615	AL5G38560
OG0015614	AL5G38570
OG0015613	AL5G38580
OG0003259	AL5G38590
OG0015612	AL5G38600
OG0015611	AL5G38610
OG0015610	AL5G38620
OG0015609	AL5G38630
OG0021294	AL5G38640
OG0000132	AL5G38650
OG0015608	AL5G38660
OG0015607	AL5G38670
OG0015606	AL5G38680
OG0002286	AL5G38690
OG0015605	AL5G38700
OG0001640	AL5G38710
OG0015604	AL5G38720
OG0015603	AL5G38730
OG0020204	AL5G38740
OG0015602	AL5G38750
OG0019945	AL5G38760
OG0019926	AL5G38770
OG0002072	AL5G38780
OG0002072	AL5G38790
OG0003591	AL5G38810
OG0013387	AL5G38830
OG0013386	AL5G38840
OG0013385	AL5G38850
OG0013384	AL5G38860
OG0001548	AL5G38870
OG0013383	AL5G38880
OG0001547	AL5G38890
OG0001848	AL5G38900
OG0013382	AL5G38910
OG0013381	AL5G38920
OG0013380	AL5G38930
OG0013379	AL5G38940
OG0001546	AL5G38950
OG0002529	AL5G38970
OG0013378	AL5G39000
OG0013377	AL5G39010
OG0013376	AL5G39020
OG0000277	AL5G39030
OG0000277	AL5G39040
OG0000277	AL5G39050
OG0013375	AL5G39060
OG0000176	AL5G39070
OG0013374	AL5G39080
OG0013373	AL5G39090
OG0013372	AL5G39100
OG0013371	AL5G39110
OG0022013	AL5G39120
OG0013370	AL5G39130
OG0013369	AL5G39140
OG0013368	AL5G39150
OG0013367	AL5G39160
OG0013366	AL5G39170
OG0013365	AL5G39180
OG0013364	AL5G39190
OG0021982	AL5G39200
OG0022010	AL5G39210
OG0013363	AL5G39220
OG0003128	AL5G39230
OG0000085	AL5G39240
OG0021013	AL5G39260
OG0013362	AL5G39270
OG0013361	AL5G39280
OG0013360	AL5G39290
OG0013359	AL5G39300
OG0002202	AL5G39310
OG0001545	AL5G39320
OG0013358	AL5G39330
OG0013357	AL5G39340
OG0013356	AL5G39350
OG0003127	AL5G39380
OG0013355	AL5G39390
OG0013354	AL5G39400
OG0013353	AL5G39410
OG0001545	AL5G39420
OG0013352	AL5G39440
OG0002201	AL5G39450
OG0013351	AL5G39460
OG0013350	AL5G39470
OG0013349	AL5G39480
OG0021012	AL5G39490
OG0013348	AL5G39500
OG0022054	AL5G39510
OG0013347	AL5G39520
OG0013346	AL5G39530
OG0000388	AL5G39540
OG0001544	AL5G39550
OG0013345	AL5G39560
OG0013344	AL5G39570
OG0001543	AL5G39580
OG0001113	AL5G39590
OG0013343	AL5G39600
OG0013342	AL5G39610
OG0013341	AL5G39620
OG0013340	AL5G39630
OG0013339	AL5G39640
OG0013338	AL5G39650
OG0013337	AL5G39660
OG0013336	AL5G39680
OG0013335	AL5G39690
OG0001542	AL5G39710
OG0013334	AL5G39720
OG0017422	AL5G39730
OG0013333	AL5G39740
OG0022018	AL5G39750
OG0001541	AL5G39760
OG0001541	AL5G39770
OG0001541	AL5G39780
OG0013332	AL5G39790
OG0013331	AL5G39800
OG0013330	AL5G39810
OG0003126	AL5G39820
OG0013329	AL5G39830
OG0013328	AL5G39840
OG0013327	AL5G39850
OG0013326	AL5G39870
OG0013325	AL5G39880
OG0013324	AL5G39890
OG0013323	AL5G39900
OG0013322	AL5G39910
OG0013321	AL5G39920
OG0013320	AL5G39930
OG0003125	AL5G39940
OG0003125	AL5G39950
OG0002200	AL5G39960
OG0002200	AL5G39970
OG0003124	AL5G39980
OG0019980	AL5G39990
OG0003124	AL5G40000
OG0019980	AL5G40010
OG0013319	AL5G40020
OG0013318	AL5G40030
OG0013317	AL5G40040
OG0003123	AL5G40050
OG0013315	AL5G40060
OG0013314	AL5G40070
OG0003122	AL5G40080
OG0003122	AL5G40090
OG0013313	AL5G40100
OG0022068	AL5G40110
OG0013312	AL5G40120
OG0013311	AL5G40130
OG0013310	AL5G40140
OG0021011	AL5G40160
OG0001529	AL5G40170
OG0013309	AL5G40190
OG0013308	AL5G40200
OG0013307	AL5G40210
OG0013306	AL5G40220
OG0013305	AL5G40230
OG0013304	AL5G40240
OG0002199	AL5G40250
OG0013303	AL5G40260
OG0001540	AL5G40270
OG0013302	AL5G40280
OG0013301	AL5G40290
OG0013300	AL5G40300
OG0013299	AL5G40310
OG0013298	AL5G40320
OG0013297	AL5G40330
OG0013296	AL5G40340
OG0013295	AL5G40350
OG0013294	AL5G40360
OG0013293	AL5G40370
OG0013291	AL5G40380
OG0013290	AL5G40390
OG0013289	AL5G40400
OG0013288	AL5G40410
OG0013287	AL5G40420
OG0001539	AL5G40430
OG0001538	AL5G40440
OG0013286	AL5G40460
OG0000263	AL5G40470
OG0013285	AL5G40480
OG0013284	AL5G40490
OG0013283	AL5G40500
OG0000410	AL5G40510
OG0000410	AL5G40520
OG0013282	AL5G40530
OG0013281	AL5G40540
OG0003137	AL5G40550
OG0001537	AL5G40560
OG0013279	AL5G40570
OG0013278	AL5G40590
OG0013277	AL5G40600
OG0002198	AL5G40610
OG0013276	AL5G40630
OG0013275	AL5G40640
OG0013274	AL5G40650
OG0021008	AL5G40670
OG0019757	AL5G40680
OG0021007	AL5G40690
OG0021006	AL5G40700
OG0013273	AL5G40710
OG0013272	AL5G40730
OG0013271	AL5G40740
OG0013270	AL5G40750
OG0013269	AL5G40760
OG0013268	AL5G40770
OG0002198	AL5G40780
OG0021004	AL5G40790
OG0013267	AL5G40800
OG0013266	AL5G40810
OG0000119	AL5G40830
OG0021933	AL5G40840
OG0021383	AL5G40850
OG0016509	AL5G40890
OG0016508	AL5G40900
OG0016507	AL5G40910
OG0016506	AL5G40920
OG0001564	AL5G40930
OG0016505	AL5G40940
OG0000553	AL5G40960
OG0016504	AL5G40970
OG0016503	AL5G40980
OG0016502	AL5G40990
OG0016501	AL5G41000
OG0016500	AL5G41020
OG0016499	AL5G41030
OG0003314	AL5G41040
OG0021381	AL5G41050
OG0022023	AL5G41060
OG0016498	AL5G41070
OG0016497	AL5G41080
OG0016496	AL5G41090
OG0016495	AL5G41100
OG0016494	AL5G41120
OG0016493	AL5G41130
OG0022009	AL5G41140
OG0016492	AL5G41150
OG0016491	AL5G41160
OG0016490	AL5G41170
OG0016489	AL5G41180
OG0001682	AL5G41190
OG0001682	AL5G41200
OG0016488	AL5G41210
OG0001573	AL5G41220
OG0019973	AL5G41270
OG0016487	AL5G41280
OG0016486	AL5G41290
OG0016485	AL5G41300
OG0016484	AL5G41310
OG0016483	AL5G41330
OG0016482	AL5G41340
OG0016481	AL5G41350
OG0019973	AL5G41360
OG0019915	AL5G41380
OG0000196	AL5G41390
OG0016480	AL5G41400
OG0001597	AL5G41410
OG0016479	AL5G41420
OG0016478	AL5G41440
OG0016477	AL5G41450
OG0021379	AL5G41460
OG0002471	AL5G41470
OG0016476	AL5G41480
OG0016475	AL5G41500
OG0016474	AL5G41510
OG0003313	AL5G41520
OG0001681	AL5G41530
OG0002321	AL5G41540
OG0021376	AL5G41570
OG0021375	AL5G41600
OG0002321	AL5G41610
OG0016472	AL5G41620
OG0016473	AL5G41630
OG0002321	AL5G41640
OG0016473	AL5G41650
OG0016471	AL5G41660
OG0021978	AL5G41720
OG0016470	AL5G41730
OG0016469	AL5G41740
OG0016468	AL5G41750
OG0016467	AL5G41760
OG0016466	AL5G41770
OG0016465	AL5G41780
OG0016464	AL5G41800
OG0016463	AL5G41810
OG0016462	AL5G41820
OG0021374	AL5G41830
OG0016461	AL5G41840
OG0016460	AL5G41850
OG0001575	AL5G41860
OG0015908	AL5G41880
OG0016459	AL5G41920
OG0001576	AL5G41930
OG0021976	AL5G41940
OG0021373	AL5G41960
OG0001577	AL5G41970
OG0021810	AL5G41990
OG0019402	AL5G42000
OG0001578	AL5G42050
OG0019403	AL5G42060
OG0019404	AL5G42070
OG0001580	AL5G42080
OG0019983	AL5G42110
OG0019405	AL5G42120
OG0019406	AL5G42130
OG0019407	AL5G42140
OG0001581	AL5G42150
OG0019408	AL5G42160
OG0001582	AL5G42170
OG0007171	AL5G42180
OG0007170	AL5G42190
OG0007169	AL5G42200
OG0007168	AL5G42210
OG0020388	AL5G42220
OG0003374	AL5G42230
OG0007167	AL5G42240
OG0001945	AL5G42260
OG0007166	AL5G42280
OG0007165	AL5G42290
OG0001146	AL5G42300
OG0007164	AL5G42320
OG0020387	AL5G42330
OG0001944	AL5G42340
OG0007163	AL5G42350
OG0007162	AL5G42360
OG0007161	AL5G42370
OG0007160	AL5G42380
OG0007159	AL5G42390
OG0001145	AL5G42400
OG0007158	AL5G42410
OG0001943	AL5G42420
OG0007157	AL5G42430
OG0020386	AL5G42440
OG0007156	AL5G42450
OG0000617	AL5G42460
OG0001144	AL5G42470
OG0000616	AL5G42480
OG0001143	AL5G42490
OG0001143	AL5G42500
OG0001942	AL5G42510
OG0007155	AL5G42520
OG0007154	AL5G42530
OG0007153	AL5G42540
OG0007152	AL5G42570
OG0007151	AL5G42580
OG0007150	AL5G42590
OG0007149	AL5G42600
OG0007148	AL5G42610
OG0007147	AL5G42620
OG0007146	AL5G42630
OG0000085	AL5G42640
OG0007145	AL5G42650
OG0007144	AL5G42660
OG0000353	AL5G42670
OG0021938	AL5G42680
OG0000353	AL5G42700
OG0000353	AL5G42710
OG0007143	AL5G42720
OG0007142	AL5G42750
OG0007141	AL5G42760
OG0001142	AL5G42770
OG0020383	AL5G42780
OG0020382	AL5G42790
OG0007140	AL5G42810
OG0007139	AL5G42820
OG0019865	AL5G42830
OG0001141	AL5G42840
OG0001846	AL5G42860
OG0001140	AL5G42870
OG0019864	AL5G42880
OG0007138	AL5G42890
OG0020381	AL5G42900
OG0001139	AL5G42910
OG0007137	AL5G42920
OG0007136	AL5G42940
OG0000054	AL5G42950
OG0021999	AL5G42960
OG0007135	AL5G42970
OG0007134	AL5G42980
OG0007133	AL5G42990
OG0007132	AL5G43000
OG0022064	AL5G43010
OG0007131	AL5G43020
OG0007130	AL5G43030
OG0001941	AL5G43050
OG0002675	AL5G43060
OG0000476	AL5G43070
OG0007129	AL5G43080
OG0007128	AL5G43100
OG0001940	AL5G43110
